Gene,Annotation,Ordered locus name,Swiss-Prot Entry name,AC ,EcoGene accession number,Length ,Gene name and synonyms,b_num,jw_num
mtfA,Protein MtfA,b1976; JW1958,MTFA_ECOLI,P76346,EG13377,265,mtfA; yeeI,b1976, JW1958
napA,Periplasmic nitrate reductase,b2206; JW2194,NAPA_ECOLI,P33937,EG12067,828,napA; yojC; yojD; yojE,b2206, JW2194
metAS,Homoserine O-succinyltransferase,b4013; JW3973,METAS_ECOLI,P07623,EG10581,309,metAS; metA,b4013, JW3973
yfdC,Inner membrane protein YfdC,b2347; JW2344,YFDC_ECOLI,P37327,EG12420,310,yfdC,b2347, JW2344
fepB,Ferrienterobactin-binding periplasmic protein,b0592; JW0584,FEPB_ECOLI,P0AEL6,EG10294,318,fepB,b0592, JW0584
ltaE,Low specificity L-threonine aldolase,b0870; JW0854,LTAE_ECOLI,P75823,EG13690,333,ltaE; ybjU,b0870, JW0854
cyaY,Iron-sulfur cluster assembly protein CyaY,b3807; JW3779,CYAY_ECOLI,P27838,EG11653,106,cyaY,b3807, JW3779
ddlB,D-alanine--D-alanine ligase B,b0092; JW0090,DDLB_ECOLI,P07862,EG10214,306,ddlB; ddl,b0092, JW0090
yceI,Protein YceI,b1056; JW1043,YCEI_ECOLI,P0A8X2,EG11820,191,yceI,b1056, JW1043
moaE,Molybdopterin synthase catalytic subunit,b0785; JW0768,MOAE_ECOLI,P30749,EG11598,150,moaE; chlA5,b0785, JW0768
rpmI,50S ribosomal protein L35,b1717; JW1707,RL35_ECOLI,P0A7Q1,EG11231,65,rpmI,b1717, JW1707
hemG,Protoporphyrinogen IX dehydrogenase [menaquinone],b3850; JW3827,HEMG_ECOLI,P0ACB4,EG11485,181,hemG; yihB,b3850, JW3827
rffG,"dTDP-glucose 4,6-dehydratase 2",b3788; JW5598,RMLB2_ECOLI,P27830,EG11453,355,rffG,b3788, JW5598
fadH,"2,4-dienoyl-CoA reductase",b3081; JW3052,FADH_ECOLI,P42593,EG12723,672,fadH; ygjL,b3081, JW3052
phoE,Outer membrane pore protein E,b0241; JW0231,PHOE_ECOLI,P02932,EG10729,351,phoE; ompE,b0241, JW0231
lpxH,"UDP-2,3-diacylglucosamine hydrolase",b0524; JW0513,LPXH_ECOLI,P43341,EG12666,240,lpxH; ybbF,b0524, JW0513
yejF,putative ABC transporter ATP-binding protein YejF,b2180; JW2168,YEJF_ECOLI,P33916,EG12041,529,yejF,b2180, JW2168
qseB,Transcriptional regulatory protein QseB,b3025; JW2993,QSEB_ECOLI,P52076,EG13026,219,qseB; ygiX,b3025, JW2993
ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",b2746; JW2716,ISPF_ECOLI,P62617,EG11816,159,ispF; mecS; ygbB,b2746, JW2716
argD,Acetylornithine/succinyldiaminopimelate aminotransferase,b3359; JW3322,ARGD_ECOLI,P18335,EG10066,406,argD; dapC; dtu,b3359, JW3322
ynhG,"putative L,D-transpeptidase YnhG",b1678; JW1668,YNHG_ECOLI,P76193,EG14015,334,ynhG,b1678, JW1668
hdhA,7-alpha-hydroxysteroid dehydrogenase,b1619; JW1611,HDHA_ECOLI,P0AET8,EG10425,255,hdhA; hsdH,b1619, JW1611
queD,"6-carboxy-5,6,7,8-tetrahydropterin synthase",b2765; JW2735,QUED_ECOLI,P65870,EG13120,121,queD; ygcM,b2765, JW2735
arnT,Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,b2257; JW2251,ARNT_ECOLI,P76473,EG14093,550,arnT; pmrK; yfbI,b2257, JW2251
yajL,Protein/nucleic acid deglycase 3,b0424; JW5057,YAJL_ECOLI,Q46948,EG13272,196,yajL; thiJ,b0424, JW5057
sbcD,Nuclease SbcCD subunit D,b0398; JW0388,SBCD_ECOLI,P0AG76,EG11094,400,sbcD; yajA,b0398, JW0388
prmB,50S ribosomal protein L3 glutamine methyltransferase,b2330; JW5841,PRMB_ECOLI,P39199,EG12449,310,prmB; yfcB,b2330, JW5841
proC,Pyrroline-5-carboxylate reductase,b0386; JW0377,P5CR_ECOLI,P0A9L8,EG10769,269,proC,b0386, JW0377
pdxK,Pyridoxine/pyridoxal/pyridoxamine kinase,b2418; JW2411,PDXK_ECOLI,P40191,EG12642,283,pdxK; yfeI,b2418, JW2411
yigL,Pyridoxal phosphate phosphatase YigL,b3826; JW5854,YIGL_ECOLI,P27848,EG11470,266,yigL,b3826, JW5854
mutS,DNA mismatch repair protein MutS,b2733; JW2703,MUTS_ECOLI,P23909,EG10625,853,mutS; fdv,b2733, JW2703
aroD,3-dehydroquinate dehydratase,b1693; JW1683,AROD_ECOLI,P05194,EG10076,252,aroD,b1693, JW1683
gloB,Hydroxyacylglutathione hydrolase GloB,b0212; JW0202,GLO2_ECOLI,P0AC84,EG13330,251,gloB; yafR,b0212, JW0202
coaD,Phosphopantetheine adenylyltransferase,b3634; JW3609,COAD_ECOLI,P0A6I6,EG11190,159,coaD; kdtB; yicA,b3634, JW3609
pdxJ,Pyridoxine 5'-phosphate synthase,b2564; JW2548,PDXJ_ECOLI,P0A794,EG10693,243,pdxJ,b2564, JW2548
kbaZ,"D-tagatose-1,6-bisphosphate aldolase subunit KbaZ",b3132; JW3101,KBAZ_ECOLI,P0C8K0,EG12763,426,kbaZ; agaZ; yhaX,b3132, JW3101
yhhX,putative oxidoreductase YhhX,b3440; JW3403,YHHX_ECOLI,P46853,EG12944,345,yhhX,b3440, JW3403
yjcH,Inner membrane protein YjcH,b4068; JW4029,YJCH_ECOLI,P0AF54,EG11943,104,yjcH,b4068, JW4029
yidG,Inner membrane protein YidG,b3675; JW3651,YIDG_ECOLI,P0ADL6,EG11695,120,yidG,b3675, JW3651
asnA,Aspartate--ammonia ligase,b3744; JW3722,ASNA_ECOLI,P00963,EG10091,330,asnA,b3744, JW3722
rsd,Regulator of sigma D,b3995; JW3959,RSD_ECOLI,P0AFX4,EG11738,158,rsd,b3995, JW3959
cusF,Cation efflux system protein CusF,b0573; JW0562,CUSF_ECOLI,P77214,EG14234,110,cusF; cusX; ylcC,b0573, JW0562
napF,Ferredoxin-type protein NapF,b2208; JW2196,NAPF_ECOLI,P0AAL0,EG12068,164,napF; yojG,b2208, JW2196
trmB,tRNA (guanine-N(7)-)-methyltransferase,b2960; JW2927,TRMB_ECOLI,P0A8I5,EG11779,239,trmB; trmI; yggH,b2960, JW2927
glpQ,"Glycerophosphodiester phosphodiesterase, periplasmic",b2239; JW2233,GLPQ_ECOLI,P09394,EG10399,358,glpQ,b2239, JW2233
yecD,Isochorismatase family protein YecD,b1867; JW5307,YECD_ECOLI,P0ADI7,EG12378,188,yecD,b1867, JW5307
truA,tRNA pseudouridine synthase A,b2318; JW2315,TRUA_ECOLI,P07649,EG10454,270,truA; asuC; hisT; leuK,b2318, JW2315
solA,N-methyl-L-tryptophan oxidase,b1059; JW1046,MTOX_ECOLI,P40874,EG12669,372,solA,b1059, JW1046
yfcG,Disulfide-bond oxidoreductase YfcG,b2302; JW2299,YFCG_ECOLI,P77526,EG14110,215,yfcG,b2302, JW2299
lspA,Lipoprotein signal peptidase,b0027; JW0025,LSPA_ECOLI,P00804,EG10548,164,lspA; lsp,b0027, JW0025
dedD,Cell division protein DedD,b2314; JW5378,DEDD_ECOLI,P09549,EG10218,220,dedD,b2314, JW5378
ybiT,putative ABC transporter ATP-binding protein YbiT,b0820; JW0804,YBIT_ECOLI,P0A9U3,EG13325,530,ybiT,b0820, JW0804
yihI,Der GTPase-activating protein YihI,b3866; JW3837,YIHI_ECOLI,P0A8H6,EG11835,169,yihI,b3866, JW3837
aroG,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",b0754; JW0737,AROG_ECOLI,P0AB91,EG10079,350,aroG,b0754, JW0737
nudL,putative Nudix hydrolase NudL,b1813; JW1802,NUDL_ECOLI,P43337,EG12693,192,nudL; yeaB,b1813, JW1802
ilvB,Acetolactate synthase isozyme 1 large subunit,b3671; JW3646,ILVB_ECOLI,P08142,EG10494,562,ilvB,b3671, JW3646
mepA,Penicillin-insensitive murein endopeptidase,b2328; JW2325,MEPA_ECOLI,P0C0T5,EG10580,274,mepA,b2328, JW2325
nadE,NH(3)-dependent NAD(+) synthetase,b1740; JW1729,NADE_ECOLI,P18843,EG10663,275,nadE; efg; ntrL,b1740, JW1729
selB,Selenocysteine-specific elongation factor,b3590; JW3563,SELB_ECOLI,P14081,EG10942,614,selB; fdhA,b3590, JW3563
dgt,Deoxyguanosinetriphosphate triphosphohydrolase,b0160; JW0156,DGTP_ECOLI,P15723,EG10225,505,dgt,b0160, JW0156
ghrB,Glyoxylate/hydroxypyruvate reductase B,b3553; JW5656,GHRB_ECOLI,P37666,EG12272,324,ghrB; tkrA; yiaE,b3553, JW5656
dpiB,Sensor histidine kinase DpiB,b0619; JW0611,DPIB_ECOLI,P77510,EG13646,552,dpiB; citA; mpdB; ybeP,b0619, JW0611
yfbR,5'-deoxynucleotidase YfbR,b2291; JW2288,5DNU_ECOLI,P76491,EG14102,199,yfbR,b2291, JW2288
yciK,putative oxidoreductase YciK,b1271; JW1263,YCIK_ECOLI,P31808,EG11759,252,yciK,b1271, JW1263
ychN,Protein YchN,b1219; JW1210,YCHN_ECOLI,P0AB52,EG12404,117,ychN,b1219, JW1210
araF,L-arabinose-binding periplasmic protein,b1901; JW1889,ARAF_ECOLI,P02924,EG10057,329,araF,b1901, JW1889
ccmA,Cytochrome c biogenesis ATP-binding export protein CcmA,b2201; JW5366,CCMA_ECOLI,P33931,EG12059,207,ccmA; yejW,b2201, JW5366
efeO,Iron uptake system component EfeO,b1018; JW1003,EFEO_ECOLI,P0AB24,EG13861,375,efeO; ycdO,b1018, JW1003
ybhN,Inner membrane protein YbhN,b0788; JW0771,YBHN_ECOLI,P75770,EG13670,318,ybhN,b0788, JW0771
gltP,Proton/glutamate-aspartate symporter,b4077; JW4038,GLTP_ECOLI,P21345,EG10405,437,gltP,b4077, JW4038
pepB,Peptidase B,b2523; JW2507,PEPB_ECOLI,P37095,EG12310,427,pepB; yfhI,b2523, JW2507
dadX,"Alanine racemase, catabolic",b1190; JW1179,ALR2_ECOLI,P29012,EG11408,356,dadX; alnB; dadB,b1190, JW1179
apbE,FAD:protein FMN transferase,b2214; JW5368,APBE_ECOLI,P0AB85,EG12073,351,apbE; yojK; yojL,b2214, JW5368
mutL,DNA mismatch repair protein MutL,b4170; JW4128,MUTL_ECOLI,P23367,EG11281,615,mutL,b4170, JW4128
rsxD,Electron transport complex subunit RsxD,b1630; JW1622,RSXD_ECOLI,P76182,EG13936,352,rsxD; rnfD; ydgO,b1630, JW1622
mutY,Adenine DNA glycosylase,b2961; JW2928,MUTY_ECOLI,P17802,EG10627,350,mutY; micA,b2961, JW2928
ebgA,Evolved beta-galactosidase subunit alpha,b3076; JW5511,BGA2_ECOLI,P06864,EG10252,1030,ebgA,b3076, JW5511
gltI,Glutamate/aspartate import solute-binding protein,b0655; JW5092,GLTI_ECOLI,P37902,EG12700,302,gltI; ybeJ; yzzK,b0655, JW5092
cusB,Cation efflux system protein CusB,b0574; JW0563,CUSB_ECOLI,P77239,EG14235,407,cusB; ylcD,b0574, JW0563
yacG,DNA gyrase inhibitor YacG,b0101; JW5008,YACG_ECOLI,P0A8H8,EG12314,65,yacG,b0101, JW5008
mak,Fructokinase,b0394; JW0385,MAK_ECOLI,P23917,EG11288,302,mak; yajF,b0394, JW0385
azoR,FMN-dependent NADH-azoreductase,b1412; JW1409,AZOR_ECOLI,P41407,EG12695,201,azoR; acpD,b1412, JW1409
glgS,Surface composition regulator,b3049; JW3021,GLGS_ECOLI,P26649,EG11381,66,glgS; scoR,b3049, JW3021
basS,Sensor protein BasS,b4112; JW4073,BASS_ECOLI,P30844,EG11614,363,basS; pmrB,b4112, JW4073
priB,Primosomal replication protein N,b4201; JW4159,PRIB_ECOLI,P07013,EG10764,104,priB,b4201, JW4159
cysM,Cysteine synthase B,b2421; JW2414,CYSM_ECOLI,P16703,EG10193,303,cysM,b2421, JW2414
hcaT,putative 3-phenylpropionic acid transporter,b2536; JW2520,HCAT_ECOLI,Q47142,EG13454,379,hcaT; yfhS,b2536, JW2520
slyB,Outer membrane lipoprotein SlyB,b1641; JW1633,SLYB_ECOLI,P0A905,EG13409,155,slyB,b1641, JW1633
qseC,Sensor protein QseC,b3026; JW2994,QSEC_ECOLI,P40719,EG13027,449,qseC; ygiY,b3026, JW2994
yhaH,Inner membrane protein YhaH,b3103; JW3074,YHAH_ECOLI,P64590,EG12747,121,yhaH,b3103, JW3074
fdhE,Protein FdhE,b3891; JW3862,FDHE_ECOLI,P13024,EG10284,309,fdhE,b3891, JW3862
allE,(S)-ureidoglycine aminohydrolase,b0515; JW0503,ALLE_ECOLI,P75713,EG13622,261,allE; glxB6; ylbA,b0515, JW0503
creC,Sensor protein CreC,b4399; JW4362,CREC_ECOLI,P08401,EG10730,474,creC; phoM,b4399, JW4362
qmcA,Protein QmcA,b0489; JW0478,QMCA_ECOLI,P0AA53,EG13258,305,qmcA; ybbK,b0489, JW0478
cbpA,Curved DNA-binding protein,b1000; JW0985,CBPA_ECOLI,P36659,EG12193,306,cbpA,b1000, JW0985
ygiN,putative quinol monooxygenase YgiN,b3029; JW2997,YGIN_ECOLI,P0ADU2,EG12657,104,ygiN,b3029, JW2997
pspC,Phage shock protein C,b1306; JW1299,PSPC_ECOLI,P0AFN2,EG10778,119,pspC,b1306, JW1299
yidH,Inner membrane protein YidH,b3676; JW3652,YIDH_ECOLI,P0ADM0,EG11696,115,yidH,b3676, JW3652
hyuA,D-phenylhydantoinase,b2873; JW2841,PHYDA_ECOLI,Q46806,EG13056,461,hyuA; ygeZ,b2873, JW2841
mutT,8-oxo-dGTP diphosphatase,b0099; JW0097,MUTT_ECOLI,P08337,EG10626,129,mutT,b0099, JW0097
ybcI,Inner membrane protein YbcI,b0527; JW0516,YBCI_ECOLI,P45570,EG12708,173,ybcI,b0527, JW0516
entF,Enterobactin synthase component F,b0586; JW0578,ENTF_ECOLI,P11454,EG10264,1293,entF,b0586, JW0578
mnmC,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,b2324; JW5380,MNMC_ECOLI,P77182,EG14114,668,mnmC; yfcK,b2324, JW5380
kdgR,Transcriptional regulator KdgR,b1827; JW1816,KDGR_ECOLI,P76268,EG14018,263,kdgR; yebP,b1827, JW1816
nrfG,Formate-dependent nitrite reductase complex subunit NrfG,b4076; JW4037,NRFG_ECOLI,P32712,EG11950,198,nrfG; yjcN,b4076, JW4037
yjcS,Putative alkyl/aryl-sulfatase YjcS,b4083; JW5721,YJCS_ECOLI,P32717,EG11955,661,yjcS,b4083, JW5721
phnN,"Ribose 1,5-bisphosphate phosphokinase PhnN",b4094; JW4055,PHNN_ECOLI,P16690,EG10723,185,phnN,b4094, JW4055
yjjW,Putative glycyl-radical enzyme activating enzyme YjjW,b4379; JW4342,YJJW_ECOLI,P39409,EG12599,287,yjjW,b4379, JW4342
creD,Inner membrane protein CreD,b4400; JW4363,CRED_ECOLI,P08369,EG10145,450,creD; cet,b4400, JW4363
preT,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,b2146; JW2133,PRET_ECOLI,P76440,EG14074,412,preT; yeiT,b2146, JW2133
rsxC,Electron transport complex subunit RsxC,b1629; JW1621,RSXC_ECOLI,P77611,EG13935,740,rsxC; rnfC; ydgN,b1629, JW1621
tilS,tRNA(Ile)-lysidine synthase,b0188; JW0183,TILS_ECOLI,P52097,EG13220,432,tilS; mesJ; yaeN,b0188, JW0183
kdpC,Potassium-transporting ATPase KdpC subunit,b0696; JW0684,KDPC_ECOLI,P03961,EG10515,190,kdpC,b0696, JW0684
phrB,Deoxyribodipyrimidine photo-lyase,b0708; JW0698,PHR_ECOLI,P00914,EG10736,472,phrB; phr,b0708, JW0698
yccX,Acylphosphatase,b0968; JW5131,ACYP_ECOLI,P0AB65,EG13726,92,yccX,b0968, JW5131
rluE,Ribosomal large subunit pseudouridine synthase E,b1135; JW1121,RLUE_ECOLI,P75966,EG13447,217,rluE; ymfC,b1135, JW1121
sufD,FeS cluster assembly protein SufD,b1681; JW1671,SUFD_ECOLI,P77689,EG13963,423,sufD; ynhC,b1681, JW1671
ydiV,Putative anti-FlhC(2)FlhD(4) factor YdiV,b1707; JW1697,YDIV_ECOLI,P76204,EG13981,237,ydiV; cdgR,b1707, JW1697
astD,N-succinylglutamate 5-semialdehyde dehydrogenase,b1746; JW5282,ASTD_ECOLI,P76217,EG13997,492,astD; ydjU,b1746, JW5282
hisD,Histidinol dehydrogenase,b2020; JW2002,HISX_ECOLI,P06988,EG10447,434,hisD,b2020, JW2002
thiM,Hydroxyethylthiazole kinase,b2104; JW2091,THIM_ECOLI,P76423,EG14069,262,thiM,b2104, JW2091
ypdF,Aminopeptidase YpdF,b2385; JW2382,YPDF_ECOLI,P76524,EG14153,361,ypdF,b2385, JW2382
fumE,Fumarase E,b2929; JW2896,FUME_ECOLI,P11663,EG11162,169,fumE; yggD,b2929, JW2896
ugpQ,"Glycerophosphodiester phosphodiesterase, cytoplasmic",b3449; JW3414,UGPQ_ECOLI,P10908,EG11050,247,ugpQ,b3449, JW3414
mobA,Molybdenum cofactor guanylyltransferase,b3857; JW3829,MOBA_ECOLI,P32173,EG11829,194,mobA; chlB; mob; narB,b3857, JW3829
ampC,Beta-lactamase,b4150; JW4111,AMPC_ECOLI,P00811,EG10040,377,ampC; ampA,b4150, JW4111
tolA,Protein TolA,b0739; JW0729,TOLA_ECOLI,P19934,EG11007,421,tolA; cim; excC; lky,b0739, JW0729
nlpE,Lipoprotein NlpE,b0192; JW0188,NLPE_ECOLI,P40710,EG12137,236,nlpE; cutF,b0192, JW0188
sbcC,Nuclease SbcCD subunit C,b0397; JW0387,SBCC_ECOLI,P13458,EG10927,1048,sbcC; rmuA,b0397, JW0387
ybdZ,Enterobactin biosynthesis protein YbdZ,b4511; JW0577,YBDZ_ECOLI,P18393,EG14353,72,ybdZ,b4511, JW0577
ybeM,Deaminated glutathione amidase,b4581; JW0621,YBEM_ECOLI,P0DP64,EG13162,187,ybeM,b4581, JW0621
moaD,Molybdopterin synthase sulfur carrier subunit,b0784; JW0767,MOAD_ECOLI,P30748,EG11597,81,moaD; chlA4; chlM,b0784, JW0767
ssuE,FMN reductase (NADPH),b0937; JW0920,SSUE_ECOLI,P80644,EG13708,191,ssuE; ycbP,b0937, JW0920
hyaD,Hydrogenase 1 maturation protease,b0975; JW0957,HYAD_ECOLI,P19930,EG10471,195,hyaD,b0975, JW0957
trpC,Tryptophan biosynthesis protein TrpCF,b1262; JW1254,TRPC_ECOLI,P00909,EG11026,453,trpC; trpF,b1262, JW1254
nimR,HTH-type transcriptional regulator NimR,b1790; JW1779,NIMR_ECOLI,P76241,EG13499,273,nimR; yeaM,b1790, JW1779
pabB,Aminodeoxychorismate synthase component 1,b1812; JW1801,PABB_ECOLI,P05041,EG10683,453,pabB,b1812, JW1801
msrC,Free methionine-R-sulfoxide reductase,b1832; JW1821,MSRC_ECOLI,P76270,EG14020,165,msrC; yebR,b1832, JW1821
torY,Cytochrome c-type protein TorY,b1873; JW1862,TORY_ECOLI,P52005,EG13277,366,torY; yecK,b1873, JW1862
cirA,Colicin I receptor,b2155; JW2142,CIRA_ECOLI,P17315,EG10155,663,cirA; cir; feuA,b2155, JW2142
yfgD,putative protein YfgD,b2495; JW2480,YFGD_ECOLI,P76569,EG14200,119,yfgD,b2495, JW2480
yphB,putative protein YphB,b2544; JW2528,YPHB_ECOLI,P76584,EG13463,290,yphB,b2544, JW2528
norW,Nitric oxide reductase FlRd-NAD(+) reductase,b2711; JW2681,NORW_ECOLI,P37596,EG12450,377,norW; flrR; ygbD,b2711, JW2681
idi,Isopentenyl-diphosphate Delta-isomerase,b2889; JW2857,IDI_ECOLI,Q46822,EG13072,182,idi; ygfV,b2889, JW2857
dlsT,putative serine transporter,b3110; JW5519,DLST_ECOLI,P42628,EG12754,443,dlsT; yhaO,b3110, JW5519
yhbX,Putative phosphoethanolamine transferase YhbX,b3173; JW5534,YHBX_ECOLI,P42640,EG12793,541,yhbX,b3173, JW5534
nanK,N-acetylmannosamine kinase,b3222; JW5538,NANK_ECOLI,P45425,EG12815,291,nanK; yhcI,b3222, JW5538
yhdT,putative membrane protein YhdT,b3257; JW3225,YHDT_ECOLI,P45566,EG12831,80,yhdT,b3257, JW3225
tusD,Sulfurtransferase TusD,b3345; JW3307,TUSD_ECOLI,P45532,EG12898,128,tusD; yheN,b3345, JW3307
bioH,Pimeloyl-[acyl-carrier protein] methyl ester esterase,b3412; JW3375,BIOH_ECOLI,P13001,EG10122,256,bioH; bioB,b3412, JW3375
panZ,PanD regulatory factor,b3459; JW3424,PANZ_ECOLI,P37613,EG12211,127,panZ; panM; yhhK,b3459, JW3424
thiE,Thiamine-phosphate synthase,b3993; JW3957,THIE_ECOLI,P30137,EG11586,211,thiE,b3993, JW3957
phnH,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH,b4100; JW4061,PHNH_ECOLI,P16686,EG10717,194,phnH,b4100, JW4061
phnG,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG,b4101; JW4062,PHNG_ECOLI,P16685,EG10716,150,phnG,b4101, JW4062
qorB,Quinone oxidoreductase 2,b4211; JW4169,QOR2_ECOLI,P39315,EG12507,286,qorB; qor2; ytfG,b4211, JW4169
torS,Sensor protein TorS,b0993; JW5135,TORS_ECOLI,P39453,EG12617,914,torS; yccI,b0993, JW5135
caiC,Crotonobetaine/carnitine--CoA ligase,b0037; JW0036,CAIC_ECOLI,P31552,EG11558,517,caiC; yaaM,b0037, JW0036
lafU,Chemotaxis protein LafU,b0230; JW5812,LAFU_ECOLI,Q47154,EG13143,211,lafU; mbhA,b0230, JW5812
phoA,Alkaline phosphatase,b0383; JW0374,PPB_ECOLI,P00634,EG10727,471,phoA,b0383, JW0374
priC,Primosomal replication protein N'',b0467; JW0456,PRIC_ECOLI,P23862,EG10765,175,priC,b0467, JW0456
ybbJ,Inner membrane protein YbbJ,b0488; JW5065,YBBJ_ECOLI,P0AAS3,EG13257,152,ybbJ,b0488, JW5065
fes,Enterochelin esterase,b0585; JW0576,FES_ECOLI,P13039,EG10299,400,fes,b0585, JW0576
kdpA,Potassium-transporting ATPase potassium-binding subunit,b0698; JW0686,KDPA_ECOLI,P03959,EG10513,557,kdpA,b0698, JW0686
nei,Endonuclease 8,b0714; JW0704,END8_ECOLI,P50465,EG13237,263,nei,b0714, JW0704
moeB,Molybdopterin-synthase adenylyltransferase,b0826; JW0810,MOEB_ECOLI,P12282,EG10154,249,moeB; chlN,b0826, JW0810
yceJ,Cytochrome b561 ,b1057; JW1044,C56I_ECOLI,P75925,EG12659,188,yceJ,b1057, JW1044
tonB,Protein TonB,b1252; JW5195,TONB_ECOLI,P02929,EG11012,239,tonB; exbA,b1252, JW5195
folM,Dihydromonapterin reductase,b1606; JW1598,FOLM_ECOLI,P0AFS3,EG13189,240,folM; ydgB,b1606, JW1598
rstB,Sensor protein RstB,b1609; JW1601,RSTB_ECOLI,P18392,EG11233,433,rstB; uspT,b1609, JW1601
ydhU,Putative cytochrome YdhU,b1670; JW1660,YDHU_ECOLI,P77409,EG13955,261,ydhU,b1670, JW1660
cedA,Cell division activator CedA,b1731; JW1720,CEDA_ECOLI,P0AE60,EG13992,80,cedA; ydjP,b1731, JW1720
rsmF,Ribosomal RNA small subunit methyltransferase F,b1835; JW5301,RSMF_ECOLI,P76273,EG14023,479,rsmF; yebU,b1835, JW5301
purT,Formate-dependent phosphoribosylglycinamide formyltransferase,b1849; JW1838,PURT_ECOLI,P33221,EG11809,392,purT,b1849, JW1838
yedV,putative sensor-like histidine kinase YedV,b1968; JW1951,YEDV_ECOLI,P76339,EG14044,452,yedV,b1968, JW1951
cobT,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,b1991; JW1969,COBT_ECOLI,P36562,EG12151,359,cobT,b1991, JW1969
yehX,Glycine betaine uptake system ATP-binding protein YehX,b2129; JW2117,YEHX_ECOLI,P33360,EG12010,308,yehX,b2129, JW2117
glpB,Anaerobic glycerol-3-phosphate dehydrogenase subunit B,b2242; JW2236,GLPB_ECOLI,P13033,EG10392,419,glpB,b2242, JW2236
rhmA,2-keto-3-deoxy-L-rhamnonate aldolase,b2245; JW2239,RHMA_ECOLI,P76469,EG14083,267,rhmA; yfaU,b2245, JW2239
arnA,Bifunctional polymyxin resistance protein ArnA,b2255; JW2249,ARNA_ECOLI,P77398,EG14091,660,arnA; pmrI; yfbG,b2255, JW2249
pmrD,Signal transduction protein PmrD,b2259; JW2254,PMRD_ECOLI,P37590,EG12671,88,pmrD,b2259, JW2254
menE,2-succinylbenzoate--CoA ligase,b2260; JW2255,MENE_ECOLI,P37353,EG12437,451,menE,b2260, JW2255
yffB,Protein YffB,b2471; JW2455,YFFB_ECOLI,P24178,EG11147,118,yffB,b2471, JW2455
yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,b2575; JW2559,TRMN6_ECOLI,P31825,EG11538,245,yfiC,b2575, JW2559
ygaP,Inner membrane protein YgaP,b2668; JW2643,YGAP_ECOLI,P55734,EG13288,174,ygaP,b2668, JW2643
csdE,Sulfur acceptor protein CsdE,b2811; JW2782,CSDE_ECOLI,P0AGF2,EG13083,147,csdE; ygdK,b2811, JW2782
yqfG,putative protein YqfG,b4684; JW5470.1,YQFG_ECOLI,C1P614,EG14489,41,yqfG,b4684, JW5470.1
yggR,putative protein YggR,b2950; JW2917,YGGR_ECOLI,P52052,EG12978,326,yggR,b2950, JW2917
yqjF,Inner membrane protein YqjF,b3101; JW5850,YQJF_ECOLI,P42619,EG12745,130,yqjF,b3101, JW5850
yhdJ,DNA adenine methyltransferase YhdJ,b3262; JW5543,YHDJ_ECOLI,P28638,EG11498,294,yhdJ,b3262, JW5543
tusB,Protein TusB,b3343; JW3305,TUSB_ECOLI,P45530,EG12896,95,tusB; yheL,b3343, JW3305
xylG,Xylose import ATP-binding protein XylG,b3567; JW3539,XYLG_ECOLI,P37388,EG12275,513,xylG,b3567, JW3539
nlpA,Lipoprotein 28,b3661; JW3635,NLPA_ECOLI,P04846,EG10657,272,nlpA,b3661, JW3635
cbrA,Protein CbrA,b3690; JW5631,CBRA_ECOLI,P31456,EG11714,354,cbrA; yidS,b3690, JW5631
mioC,Protein MioC,b3742; JW3720,MIOC_ECOLI,P03817,EG11199,147,mioC; yieB,b3742, JW3720
wecD,dTDP-fucosamine acetyltransferase,b3790; JW5597,WECD_ECOLI,P27832,EG11455,224,wecD; rffC; yifH,b3790, JW5597
mobB,Molybdopterin-guanine dinucleotide biosynthesis adapter protein,b3856; JW5575,MOBB_ECOLI,P32125,EG11828,175,mobB; yihC,b3856, JW5575
rhaM,L-rhamnose mutarotase,b3901; JW3872,RHAM_ECOLI,P32156,EG11865,104,rhaM; yiiL,b3901, JW3872
yjdF,Inner membrane protein YjdF,b4121; JW4082,YJDF_ECOLI,P39270,EG12463,209,yjdF,b4121, JW4082
yjfC,Putative acid--amine ligase YjfC,b4186; JW4144,YJFC_ECOLI,P33222,EG11812,387,yjfC,b4186, JW4144
fhuF,Ferric iron reductase protein FhuF,b4367; JW4331,FHUF_ECOLI,P39405,EG12595,262,fhuF; yjjS,b4367, JW4331
cusS,Sensor kinase CusS,b0570; JW5082,CUSS_ECOLI,P77485,EG13642,480,cusS; ybcZ,b0570, JW5082
ydhW,putative protein YdhW,b1672; JW1662,YDHW_ECOLI,P77564,EG13957,215,ydhW,b1672, JW1662
pepT,Peptidase T,b1127; JW1113,PEPT_ECOLI,P29745,EG11549,408,pepT,b1127, JW1113
